,type,address,zip,price,date
870,RESIDENTIAL,165 WEST 66TH STREET,10023,3055000,5/15/2015
871,RESIDENTIAL,165 WEST 66 ST,10023,375000,5/21/2015
872,RESIDENTIAL,165 WEST 66TH STREET,10023,464000,6/12/2015
873,RESIDENTIAL,165 WEST 66TH STREET,10023,362500,6/25/2015
874,RESIDENTIAL,165 WEST 66TH STREET,10023,1950000,6/23/2015
875,RESIDENTIAL,165 WEST 66TH STREET,10023,522000,7/9/2015
876,RESIDENTIAL,165 WEST 66TH STREET,10023,369000,7/7/2015
877,RESIDENTIAL,165 WEST 66TH STREET,10023,895000,7/15/2015
878,RESIDENTIAL,165 WEST 66TH STREET,10023,0,7/1/2015
879,RESIDENTIAL,165 WEST 66TH STREET,10023,899000,7/21/2015
880,RESIDENTIAL,165 WEST 66TH STREET,10023,805000,8/12/2015
881,RESIDENTIAL,165 WEST 66TH STREET,10023,1090000,9/11/2015
882,RESIDENTIAL,165 WEST 66TH STREET,10023,400000,9/21/2015
883,RESIDENTIAL,165 WEST 66TH STREET,10023,575000,9/24/2015
884,RESIDENTIAL,165 WEST 66TH STREET,10023,1047983,9/23/2015
885,RESIDENTIAL,165 WEST 66TH STREET,10023,499000,9/28/2015
886,RESIDENTIAL,165 WEST 66TH STREET,10023,525000,10/14/2015
887,RESIDENTIAL,165 WEST 66 ST,10023,0,10/23/2015
888,RESIDENTIAL,165 WEST 66TH STREET,10023,730000,12/17/2015
889,RESIDENTIAL,130 WEST 67TH STREET,10023,2995000,1/15/2015
890,RESIDENTIAL,130 WEST 67TH STREET,10023,698000,2/11/2015
891,RESIDENTIAL,130 WEST 67TH STREET,10023,0,1/7/2015
892,RESIDENTIAL,130 W 67TH,10023,300000,1/16/2015
893,RESIDENTIAL,130 WEST 67TH STREET,10023,680000,2/9/2015
894,RESIDENTIAL,130 WEST 67TH STREET,10023,700000,4/17/2015
895,RESIDENTIAL,130 WEST 67TH STREET,10023,670000,4/23/2015
896,RESIDENTIAL,130 W. 67TH STREET,10023,689000,5/28/2015
897,RESIDENTIAL,130 WEST 67TH STREET,10023,725000,7/2/2015
898,RESIDENTIAL,130 WEST 67TH STREET,10023,730000,7/10/2015
899,RESIDENTIAL,130 WEST 67 STREET,10023,795000,7/13/2015
900,RESIDENTIAL,130 WEST 67TH STREET,10023,656000,8/20/2015
901,RESIDENTIAL,130 WEST 67TH STREET,10023,735000,9/24/2015
902,RESIDENTIAL,130 WEST 67TH STREET,10023,580000,10/27/2015
903,RESIDENTIAL,130 WEST 67TH STREET,10023,795000,10/15/2015
904,RESIDENTIAL,130 WEST 67TH STREET,10023,1900000,11/24/2015
905,RESIDENTIAL,140 WEST 69TH STREET,10023,302000,3/4/2015
906,RESIDENTIAL,140 WEST 69TH STREET,10023,365000,3/31/2015
907,RESIDENTIAL,140 WEST 69TH STREET,10023,250000,4/14/2015
908,RESIDENTIAL,140 WEST 69TH STREET,10023,389000,5/28/2015
909,RESIDENTIAL,140 WEST 69TH STREET,10023,333000,6/24/2015
910,RESIDENTIAL,140 WEST 69TH STREET,10023,785000,6/10/2015
911,RESIDENTIAL,140 WEST 69TH STREET,10023,349000,8/7/2015
912,RESIDENTIAL,140 WEST 69TH STREET,10023,335000,6/10/2015
913,RESIDENTIAL,140 WEST 69TH STREET,10023,475000,8/19/2015
914,RESIDENTIAL,140 WEST 69TH   STREET,10023,700000,10/21/2015
915,RESIDENTIAL,140 WEST 69TH STREET,10023,1550000,11/12/2015
916,RESIDENTIAL,140 WEST 69TH STREET,10023,178500,12/30/2015
917,RESIDENTIAL,114 WEST 70TH STREET,10023,1283500,4/6/2015
918,RESIDENTIAL,114 WEST 70TH STREET,10023,1200000,4/13/2015
919,RESIDENTIAL,114 WEST 70TH STREET,10023,1300000,4/28/2015
920,RESIDENTIAL,120 WEST 70TH STREET,10023,2900000,7/21/2015
921,RESIDENTIAL,120 WEST 70TH STREET,10023,2875000,9/1/2015
922,RESIDENTIAL,140 WEST 71ST STREET,10023,755000,1/28/2015
923,RESIDENTIAL,140 WEST 71ST STREET,10023,0,4/21/2015
924,RESIDENTIAL,140 WEST 71ST STREET,10023,1200000,10/23/2015
925,RESIDENTIAL,140 WEST 71ST STREET,10023,355000,11/4/2015
926,RESIDENTIAL,140 WEST 71ST   STREET,10023,1210000,11/3/2015
927,RESIDENTIAL,171 WEST 71ST STREET,10023,8169375,4/14/2015
928,RESIDENTIAL,171 WEST 71ST STREET,10023,2800000,4/29/2015
929,RESIDENTIAL,171 WEST 71ST,10023,1475000,6/2/2015
930,RESIDENTIAL,171 WEST 71ST STREET,10023,3500000,7/29/2015
931,RESIDENTIAL,171 WEST 71ST,10023,4895000,9/29/2015
932,RESIDENTIAL,119 WEST 71ST STREET,10023,1800000,3/17/2015
933,RESIDENTIAL,119 WEST 71ST STREET,10023,1050000,4/30/2015
934,RESIDENTIAL,116 WEST 72ND STREET,10023,325000,1/14/2015
935,RESIDENTIAL,116 WEST 72ND STREET,10023,525000,4/23/2015
936,RESIDENTIAL,116 WEST 72ND STREET,10023,499000,7/15/2015
937,RESIDENTIAL,116 WEST 72ND   STREET,10023,515000,12/18/2015
938,RESIDENTIAL,118 WEST 72ND STREET,10023,365000,1/14/2015
939,RESIDENTIAL,118 WEST 72ND STREET,10023,312000,1/26/2015
940,RESIDENTIAL,118 WEST 72ND STREET,10023,399000,1/30/2015
941,RESIDENTIAL,118 WEST 72ND STREET,10023,423300,5/4/2015
942,RESIDENTIAL,118 WEST 72ND STREET,10023,350000,6/23/2015
943,RESIDENTIAL,118 WEST 72ND STREET,10023,369000,7/23/2015
944,RESIDENTIAL,121 WEST 72ND STREET,10023,425000,6/8/2015
945,RESIDENTIAL,121 WEST 72ND STREET,10023,354900,10/19/2015
946,RESIDENTIAL,121 WEST 72ND STREET,10023,649000,12/16/2015
947,RESIDENTIAL,126 WEST 73RD   STREET,10023,1300000,1/8/2015
948,RESIDENTIAL,126 WEST 73RD ST,10023,725000,4/3/2015
949,RESIDENTIAL,126 WEST 73RD   STREET,10023,678030,12/15/2015
950,RESIDENTIAL,175 WEST 73RD,10023,919000,1/23/2015
951,RESIDENTIAL,175 WEST 73RD STREET,10023,875000,2/11/2015
952,RESIDENTIAL,175 WEST 73RD   STREET,10023,799000,3/27/2015
953,RESIDENTIAL,175 WEST 73 STREET,10023,800000,4/13/2015
954,RESIDENTIAL,175 WEST 73RD STREET,10023,565000,7/23/2015
955,RESIDENTIAL,175 WEST 73RD STREET,10023,2790000,8/24/2015
956,RESIDENTIAL,105 WEST 73RD STREET,10023,850000,11/2/2015
957,RESIDENTIAL,105 WEST 73RD STREET,10023,1175000,11/20/2015
958,RESIDENTIAL,105 WEST 73RD STREET,10023,1175000,11/23/2015
959,RESIDENTIAL,140 WEST 74TH STREET,10023,530000,3/11/2015
960,RESIDENTIAL,140 WEST 74TH STREET,10023,749000,9/8/2015
961,RESIDENTIAL,170 WEST 74TH STREET,10023,520000,1/5/2015
962,RESIDENTIAL,170 WEST 74TH STREET,10023,353000,4/21/2015
963,RESIDENTIAL,170 WEST 74TH STREET,10023,388000,5/7/2015
964,RESIDENTIAL,170 WEST 74TH STREET,10023,0,3/25/2015
965,RESIDENTIAL,170 W 74TH STREET,10023,475000,10/6/2015
966,RESIDENTIAL,170 W 74TH STREET,10023,475000,10/6/2015
967,RESIDENTIAL,170 WEST 74TH STREET,10023,375000,10/9/2015
968,RESIDENTIAL,170 WEST 74TH STREET,10023,0,10/9/2015
969,RESIDENTIAL,287 AMSTERDAM AVENUE,10023,560000,10/9/2015
970,RESIDENTIAL,170 WEST 74TH STREET,10023,0,10/29/2015
971,RESIDENTIAL,151 WEST 74TH STREET,10023,1450000,2/10/2015
972,RESIDENTIAL,151 WEST 74TH STREET,10023,1560000,10/19/2015
973,RESIDENTIAL,123 WEST 74TH STREET,10023,1650000,4/22/2015
974,RESIDENTIAL,123 WEST 74TH STREET,10023,1195000,6/25/2015
975,RESIDENTIAL,123 W74 STREET,10023,1700000,11/18/2015
976,RESIDENTIAL,136 WEST 75TH STREET,10023,945000,1/9/2015
977,RESIDENTIAL,166 WEST 76TH STREET,10023,544500,3/31/2015
978,RESIDENTIAL,170 W 76TH STREET,10023,630000,3/19/2015
979,RESIDENTIAL,170 WEST 76TH STREET,10023,4000000,10/16/2015
980,RESIDENTIAL,125 WEST 76TH   STREET,10023,326476,2/4/2015
981,RESIDENTIAL,125 WEST 76TH STREET,10023,2200000,3/30/2015
982,RESIDENTIAL,125 WEST 76TH   STREET,10023,0,12/2/2015
983,RESIDENTIAL,120 W 78 ST,10024,880000,1/26/2015
984,RESIDENTIAL,120 WEST 78TH STREET,10024,505000,5/12/2015
985,RESIDENTIAL,150 WEST 79TH STREET,10024,892500,6/17/2015
986,RESIDENTIAL,230 WEST END AVENUE,10023,285000,1/16/2015
987,RESIDENTIAL,230 WEST END AVENUE,10023,1575000,2/26/2015
988,RESIDENTIAL,230 WEST END AVENUE,10023,741000,4/20/2015
989,RESIDENTIAL,230 WEST END AVENUE,10023,646000,7/23/2015
990,RESIDENTIAL,230 WEST END AVENUE,10023,295000,11/10/2015
991,RESIDENTIAL,243 WEST 70TH STREET,10023,862500,10/15/2015
992,RESIDENTIAL,235 WEST 70TH STREET,10023,580000,3/13/2015
993,RESIDENTIAL,225 WEST 70TH STREET,10023,975000,1/16/2015
994,RESIDENTIAL,225 WEST 70TH STREET,10023,399000,8/18/2015
995,RESIDENTIAL,201 WEST 70TH STREET,10023,2020000,1/28/2015
996,RESIDENTIAL,201 WEST 70TH STREET,10023,870000,2/27/2015
997,RESIDENTIAL,201 WEST 70TH STREET,10023,0,4/1/2015
998,RESIDENTIAL,201 WEST 70TH STREET,10023,1035000,5/27/2015
999,RESIDENTIAL,201 WEST 70TH STREET,10023,1500000,5/27/2015
1000,RESIDENTIAL,201 WEST 70TH STREET,10023,692000,5/28/2015
1001,RESIDENTIAL,201 WEST 70TH STREET,10023,1200000,7/7/2015
1002,RESIDENTIAL,201 WEST 70TH STREET,10023,688000,9/16/2015
1003,RESIDENTIAL,201 WEST 70TH STREET,10023,2653000,10/13/2015
1004,RESIDENTIAL,201 WEST 70TH STREET,10023,2200000,12/11/2015
1005,RESIDENTIAL,246 WEST END AVENUE,10023,660000,3/10/2015
1006,RESIDENTIAL,246 WEST END AVENUE,10023,765000,6/17/2015
1007,RESIDENTIAL,260 WEST END AVENUE,10023,1135000,4/1/2015
1008,RESIDENTIAL,260 WEST END AVENUE,10023,1055000,5/27/2015
1009,RESIDENTIAL,260 WEST END AVENUE,10023,1915000,6/18/2015
1010,RESIDENTIAL,260 WEST END AVENUE,10023,1407500,6/24/2015
1011,RESIDENTIAL,260 WEST END AVENUE,10023,789143,8/7/2015
1012,RESIDENTIAL,260 WEST END AVENUE,10023,875000,10/19/2015
1013,RESIDENTIAL,260 WEST END AVENUE,10023,790000,12/21/2015
1014,RESIDENTIAL,290 WEST END,10023,0,1/15/2015
1015,RESIDENTIAL,290 WEST END AVENUE,10023,2701501,7/1/2015
1016,RESIDENTIAL,290 WEST END AVENUE,10023,490000,10/2/2015
1017,RESIDENTIAL,290 WEST END AVENUE,10023,3700000,10/13/2015
1018,RESIDENTIAL,300 WEST END AVE,10023,9508888,12/9/2015
1019,RESIDENTIAL,245 WEST 74TH STREET,10023,895000,1/12/2015
1020,RESIDENTIAL,245 WEST 74TH   STREET,10023,1524254,3/23/2015
1021,RESIDENTIAL,245 WEST 74TH STREET,10023,875000,4/23/2015
1022,RESIDENTIAL,245 WEST 74TH   STREET,10023,1725712,4/30/2015
1023,RESIDENTIAL,245 WEST 74TH STREET,10023,850000,9/2/2015
1024,RESIDENTIAL,245 WEST 74TH STREET,10023,35100,9/23/2015
1025,RESIDENTIAL,245 WEST 74TH STREET,10023,4250000,9/9/2015
1026,RESIDENTIAL,245 WEST 74TH STREET,10023,750000,12/18/2015
1027,RESIDENTIAL,250 WEST 75TH STREET,10023,1100000,2/5/2015
1028,RESIDENTIAL,250 WEST 75TH STREET,10023,1210000,4/6/2015
1029,RESIDENTIAL,310 WEST END AVENUE,10023,950000,5/4/2015
1030,RESIDENTIAL,310 WEST END AVENUE,10023,1625000,6/5/2015
1031,RESIDENTIAL,310 WEST END AVENUE,10023,2050000,8/26/2015
1032,RESIDENTIAL,310 WEST END AVENUE,10023,990000,8/6/2015
1033,RESIDENTIAL,310 WEST END AVENUE,10023,1495000,9/21/2015
1034,RESIDENTIAL,310 WEST END AVENUE,10023,3595100,12/24/2015
1035,RESIDENTIAL,240 WEST 75TH STREET,10023,1100000,8/3/2015
1036,RESIDENTIAL,336 WEST END AVENUE,10023,0,4/3/2015
1037,RESIDENTIAL,336 WEST END AVENUE,10023,455000,4/2/2015
1038,RESIDENTIAL,336 WEST END AVENUE,10023,712500,5/26/2015
1039,RESIDENTIAL,336 WEST END AVENUE,10023,519000,12/1/2015
1040,RESIDENTIAL,330 WEST END AVENUE,10023,1415000,9/28/2015
1041,RESIDENTIAL,2162 BROADWAY,10024,1189000,4/10/2015
1042,RESIDENTIAL,2166 BROADWAY,10024,1400000,12/17/2015
1043,RESIDENTIAL,2166 BROADWAY,10024,1728000,12/29/2015
1044,RESIDENTIAL,210 WEST 78TH STREET,10024,533333,1/29/2015
1045,RESIDENTIAL,215 WEST 78TH STREET,10024,1060000,4/22/2015
1046,RESIDENTIAL,215 WEST 78TH ST,10024,0,7/8/2015
1047,RESIDENTIAL,215 WEST 78TH STREET,10024,0,2/10/2015
1048,RESIDENTIAL,303 WEST 66 STREET,10023,0,1/15/2015
1049,RESIDENTIAL,303 WEST 66TH STREET,10023,699000,1/21/2015
1050,RESIDENTIAL,303 WEST 66TH STREET,10023,595000,2/9/2015
1051,RESIDENTIAL,303 WEST 66TH STREET,10023,910000,3/11/2015
1052,RESIDENTIAL,303 WEST 66TH STREET,10023,597000,3/31/2015
1053,RESIDENTIAL,303 WEST 66TH STREET,10023,999000,4/22/2015
1054,RESIDENTIAL,303 WEST 66 STREET,10023,0,5/13/2015
1055,RESIDENTIAL,303 WEST 66TH STREET,10023,1146000,5/27/2015
1056,RESIDENTIAL,303 WEST 66TH STREET,10023,715000,6/18/2015
1057,RESIDENTIAL,303 WEST 66TH STREET,10023,1800000,7/27/2015
1058,RESIDENTIAL,303 WEST 66TH STREET,10023,850000,9/10/2015
1059,RESIDENTIAL,303 W 66TH STREET,10023,0,10/21/2015
1060,RESIDENTIAL,303 WEST 66TH STREET,10023,960000,10/8/2015
1061,RESIDENTIAL,303 WEST 66TH   STREET,10023,0,10/15/2015
1062,RESIDENTIAL,303 WEST 66TH STREET,10023,0,12/3/2015
1063,RESIDENTIAL,303 WEST 66TH STREET,10023,725000,12/3/2015
1064,RESIDENTIAL,303 WEST 66TH STREET,10023,0,12/15/2015
1065,RESIDENTIAL,345 WEST 70TH STREET,10023,500000,5/13/2015
1066,RESIDENTIAL,345 WEST 70TH STREET,10023,1260000,7/9/2015
1067,RESIDENTIAL,345 WEST 70TH STREET,10023,757000,12/29/2015
1068,RESIDENTIAL,315 WEST 70TH STREET,10023,649000,4/28/2015
1069,RESIDENTIAL,315 WEST 70TH STREET,10023,1800000,5/8/2015
1070,RESIDENTIAL,315 WEST 70TH STREET,10023,740000,6/5/2015
1071,RESIDENTIAL,315 WEST 70TH STREET,10023,1700000,7/13/2015
1072,RESIDENTIAL,315 WEST 70TH STREET,10023,670000,8/6/2015
1073,RESIDENTIAL,315 WEST 70TH STREET,10023,620000,9/1/2015
1074,RESIDENTIAL,315 WEST 70TH STREET,10023,577000,9/25/2015
1075,RESIDENTIAL,315 WEST 70TH STREET,10023,1475000,11/6/2015
1076,RESIDENTIAL,315 WEST 70TH STREET,10023,1650000,11/20/2015
1077,RESIDENTIAL,315 WEST 70TH STREET,10023,352000,11/18/2015
1078,RESIDENTIAL,315 WEST 70TH STREET,10023,0,12/10/2015
1079,RESIDENTIAL,243 WEST END AVENUE,10023,320000,2/4/2015
1080,RESIDENTIAL,243 WEST END AVE,10023,315000,7/22/2015
1081,RESIDENTIAL,243 WEST END AVENUE,10023,747100,9/9/2015
1082,RESIDENTIAL,243 WEST END AVENUE,10023,335000,9/30/2015
1083,RESIDENTIAL,243 WEST END AVENUE,10023,420000,11/19/2015
1084,RESIDENTIAL,243 WEST END AVENUE,10023,365000,12/1/2015
1085,RESIDENTIAL,243 WEST END AVENUE,10023,390000,11/17/2015
1086,RESIDENTIAL,243 WEST END AVENUE,10023,375000,12/7/2015
1087,RESIDENTIAL,255 WEST END AVENUE,10023,1100000,1/26/2015
1088,RESIDENTIAL,255 WEST END AVENUE,10023,1090000,6/9/2015
1089,RESIDENTIAL,300 WEST 72ND STREET,10023,580000,4/28/2015
1090,RESIDENTIAL,257 WEST END AVENUE,10023,625000,4/17/2015
1091,RESIDENTIAL,300 WEST 72ND STREET,10023,619000,6/30/2015
1092,RESIDENTIAL,300 WEST 72ND STREET,10023,0,7/16/2015
1093,RESIDENTIAL,300 WEST 72ND STREET,10023,545000,7/16/2015
1094,RESIDENTIAL,300 WEST 72ND STREET,10023,425000,9/15/2015
1095,RESIDENTIAL,300 W 72 ST,10023,425000,11/5/2015
1096,RESIDENTIAL,310 WEST 72ND ST,10023,450000,3/12/2015
1097,RESIDENTIAL,310 WEST 72ND   STREET,10023,525000,6/4/2015
1098,RESIDENTIAL,310 WEST 72ND STREET,10023,1910237,7/9/2015
1099,RESIDENTIAL,310 WEST 72ND STREET,10023,855000,6/29/2015
1100,RESIDENTIAL,310 WEST 72ND STREET,10023,1145531,7/8/2015
1101,RESIDENTIAL,310 WEST 72ND STREET,10023,1200000,8/27/2015
1102,RESIDENTIAL,310 WEST 72ND STREET,10023,875000,10/13/2015
1103,RESIDENTIAL,310 WEST 72ND STREET,10023,1200000,12/8/2015
1104,RESIDENTIAL,322 WEST 72ND STREET,10023,1349000,5/22/2015
1105,RESIDENTIAL,322 WEST 72ND STREET,10023,3395000,8/18/2015
1106,RESIDENTIAL,330 WEST 72ND STREET,10023,995000,3/18/2015
1107,RESIDENTIAL,330 WEST 72ND STREET,10023,2750000,3/23/2015
1108,RESIDENTIAL,330 WEST 72ND STREET,10023,1595000,11/3/2015
1109,RESIDENTIAL,330 WEST 72ND STREET,10023,1850000,10/29/2015
1110,RESIDENTIAL,305 WEST 72ND STREET,10023,1595000,9/2/2015
1111,RESIDENTIAL,263 WEST END AVENUE,10023,745000,3/19/2015
1112,RESIDENTIAL,263 WEST END AVENUE,10023,1349000,3/12/2015
1113,RESIDENTIAL,263 WEST END AVENUE,10023,925000,6/23/2015
1114,RESIDENTIAL,263 WEST END AVENUE,10023,764000,10/28/2015
1115,RESIDENTIAL,277 WEST END AVENUE,10023,3500000,1/23/2015
1116,RESIDENTIAL,277 WEST END AVENUE,10023,0,4/2/2015
1117,RESIDENTIAL,277 WEST END AVENUE,10023,3500000,4/2/2015
1118,RESIDENTIAL,277 WEST END AVENUE,10023,3550000,7/22/2015
1119,RESIDENTIAL,277 WEST END AVENUE,10023,3850000,6/29/2015
1120,RESIDENTIAL,5 RIVERSIDE DRIVE,10023,845000,6/15/2015
1121,RESIDENTIAL,5 RIVERSIDE DRIVE,10023,780000,8/14/2015
1122,RESIDENTIAL,5 RIVERSIDE DRIVE,10023,1950000,8/18/2015
1123,RESIDENTIAL,5 RIVERSIDE DRIVE,10023,775000,9/17/2015
1124,RESIDENTIAL,5 RIVERSIDE DRIVE,10023,785000,10/22/2015
1125,RESIDENTIAL,11 RIVERSIDE DR,10023,880000,1/7/2015
1126,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,925000,1/20/2015
1127,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,399500,1/29/2015
1128,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,1275000,3/10/2015
1129,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,1770000,6/2/2015
1130,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,1775000,6/15/2015
1131,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,0,5/14/2015
1132,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,929750,7/23/2015
1133,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,412500,7/21/2015
1134,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,689000,8/20/2015
1135,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,1325000,7/28/2015
1136,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,3135000,9/2/2015
1137,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,445000,9/16/2015
1138,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,980250,9/30/2015
1139,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,629000,9/29/2015
1140,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,425000,10/7/2015
1141,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,708000,10/19/2015
1142,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,725000,12/3/2015
1143,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,1595000,12/4/2015
1144,RESIDENTIAL,11 RIVERSIDE DR,10023,510000,12/8/2015
1145,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,765000,12/10/2015
1146,RESIDENTIAL,11 RIVERSIDE DRIVE,10023,1149000,12/23/2015
1147,RESIDENTIAL,315 WEST END AVENUE,10023,875000,6/23/2015
1148,RESIDENTIAL,315 WEST END AVENUE,10023,2050000,6/17/2015
1149,RESIDENTIAL,304 WEST 75TH STREET,10023,456856,1/9/2015
1150,RESIDENTIAL,304 WEST 75TH STREET,10023,600000,2/10/2015
1151,RESIDENTIAL,304 WEST 75TH STREET,10023,499000,4/7/2015
1152,RESIDENTIAL,304 WEST 75TH STREET,10023,550000,5/1/2015
1153,RESIDENTIAL,304 WEST 75TH STREET,10023,575000,4/29/2015
1154,RESIDENTIAL,304 WEST 75TH STREET,10023,628260,9/29/2015
1155,RESIDENTIAL,33 RIVERSIDE DRIVE,10023,890000,1/14/2015
1156,RESIDENTIAL,33 RIVERSIDE DRIVE,10023,2320000,2/23/2015
1157,RESIDENTIAL,33 RIVERSIDE DRIVE,10023,860000,4/23/2015
1158,RESIDENTIAL,33 RIVERSIDE DRIVE,10023,0,7/20/2015
1159,RESIDENTIAL,33 RIVERSIDE DRIVE,10023,753000,10/21/2015
1160,RESIDENTIAL,33 RIVERSIDE DRIVE,10023,2749275,11/5/2015
1161,RESIDENTIAL,33 RIVERSIDE DRIVE,10023,4995000,11/13/2015
1162,RESIDENTIAL,33 RIVERSIDE DRIVE,10023,1850000,12/10/2015
1163,RESIDENTIAL,33 RIVERSIDE DRIVE,10023,495000,12/17/2015
1164,RESIDENTIAL,333 WEST END AVE,10023,3550000,5/28/2015
1165,RESIDENTIAL,333 WEST END AVENUE,10023,6550000,6/19/2015
1166,RESIDENTIAL,333 WEST END AVENUE,10023,2840000,12/21/2015
1167,RESIDENTIAL,320 WEST 76TH STREET,10023,787000,2/4/2015
1168,RESIDENTIAL,320 WEST 76TH STREET,10023,0,7/9/2015
1169,RESIDENTIAL,320 WEST 76TH STREET,10023,920000,10/8/2015
1170,RESIDENTIAL,37 RIVERSIDE DRIVE,10023,5595000,6/24/2015
1171,RESIDENTIAL,37 RIVERSIDE DRIVE,10023,740000,4/24/2015
1172,RESIDENTIAL,37 RIVERSIDE DRIVE,10023,3285000,8/10/2015
1173,RESIDENTIAL,37 RIVERSIDE DRIVE,10023,18000,11/15/2015
1174,RESIDENTIAL,50 RIVERSIDE DRIVE,10024,0,2/17/2015
1175,RESIDENTIAL,50 RIVERSIDE DRIVE,10024,0,8/11/2015
1176,RESIDENTIAL,50 RIVERSIDE DRIVE,10024,0,10/30/2015
1177,RESIDENTIAL,375 WEST END AVENUE,10024,4000000,3/6/2015
1178,RESIDENTIAL,375 WEST END AVENUE,10024,950000,5/15/2015
1179,RESIDENTIAL,375 WEST END AVENUE,10024,1883591,5/15/2015
1180,RESIDENTIAL,54 RIVERSIDE DRIVE,10024,825000,6/1/2015
1181,RESIDENTIAL,54 RIVERSIDE DRIVE,10024,2585000,7/16/2015
1182,RESIDENTIAL,54 RIVERSIDE DRIVE,10024,390000,9/2/2015
1183,RESIDENTIAL,52 RIVERSIDE DRIVE,10024,557000,5/19/2015
1184,RESIDENTIAL,52 RIVERSIDE DRIVE,10024,386250,12/21/2015
1185,RESIDENTIAL,60 RIVERSIDE DRIVE,10024,0,11/2/2015
1186,RESIDENTIAL,60 RIVERSIDE DRIVE,10024,2000000,11/2/2015
1187,RESIDENTIAL,321 W 78,10024,1250000,2/26/2015
1188,RESIDENTIAL,321 WEST 78TH STREET,10024,2635000,5/28/2015
1189,RESIDENTIAL,321 WEST 78TH STREET,10024,1518750,6/26/2015
1190,RESIDENTIAL,302 WEST 79TH STREET,10024,825000,2/20/2015
1191,RESIDENTIAL,302 WEST 79TH STREET,10024,999990,6/4/2015
1192,RESIDENTIAL,302 WEST 79TH STREET,10024,945000,8/5/2015
1193,RESIDENTIAL,316 WEST 79TH STREET,10024,2400000,2/17/2015
1194,RESIDENTIAL,316 W 79TH ST,10024,0,9/9/2015
1195,RESIDENTIAL,67 RIVERSIDE DRIVE,10024,2900000,9/9/2015
1196,RESIDENTIAL,67 RIVERSIDE DRIVE,10024,1460000,12/18/2015
1197,RESIDENTIAL,33 WEST END AVENUE,10023,100000,2/13/2015
1198,RESIDENTIAL,53 WEST 76TH   STREET,10023,610000,11/23/2015
1199,RESIDENTIAL,30 WEST 61ST   STREET,10023,0,11/10/2015
1200,RESIDENTIAL,30 WEST 61ST   STREET,10023,1408000,5/19/2015
1201,RESIDENTIAL,30 WEST 61ST   STREET,10023,0,5/20/2015
1202,RESIDENTIAL,30 WEST 61ST   STREET,10023,0,5/20/2015
1203,RESIDENTIAL,1 CENTRAL PARK WEST,10023,7000000,2/5/2015
1204,RESIDENTIAL,1 CENTRAL PARK WEST,10023,2900000,3/19/2015
1205,RESIDENTIAL,1 CENTRAL PARK WEST,10023,0,9/25/2015
1206,RESIDENTIAL,1 CENTRAL PARK WEST,10023,0,9/25/2015
1207,RESIDENTIAL,1 CENTRAL PARK WEST,10023,14200000,11/16/2015
1208,RESIDENTIAL,1 CENTRAL PARK WEST,10023,0,11/5/2015
1209,RESIDENTIAL,1 CENTRAL PARK WEST,10023,15575000,10/19/2015
1210,RESIDENTIAL,1 CENTRAL PARK WEST,10023,33000000,1/9/2015
1211,RESIDENTIAL,43 WEST 61ST   STREET,10023,1600000,7/31/2015
1212,RESIDENTIAL,43 WEST 61ST STREET,10023,0,5/15/2015
1213,RESIDENTIAL,43 WEST 61ST STREET,10023,999000,9/30/2015
1214,RESIDENTIAL,43 WEST 61ST   STREET,10023,1075000,9/24/2015
1215,RESIDENTIAL,43 WEST 61ST   STREET,10023,1050000,2/3/2015
1216,RESIDENTIAL,62 WEST 62ND STREET,10023,1070000,10/21/2015
1217,RESIDENTIAL,62 WEST 62ND STREET,10023,0,6/30/2015
1218,RESIDENTIAL,62 WEST 62ND STREET,10023,0,8/18/2015
1219,RESIDENTIAL,62 WEST 62ND   STREET,10023,1,2/23/2015
1220,RESIDENTIAL,62 WEST 62ND   STREET,10023,0,7/31/2015
1221,RESIDENTIAL,62 WEST 62ND STREET,10023,995000,5/15/2015
1222,RESIDENTIAL,62 WEST 62ND STREET,10023,2300000,9/28/2015
1223,RESIDENTIAL,62 WEST 62ND STREET,10023,0,8/18/2015
1224,RESIDENTIAL,62 WEST 62ND   STREET,10023,0,3/4/2015
1225,RESIDENTIAL,62 WEST 62ND STREET,10023,0,12/17/2015
1226,RESIDENTIAL,62 WEST 62ND   STREET,10023,2150000,4/7/2015
1227,RESIDENTIAL,62 WEST 62ND   STREET,10023,1945000,12/4/2015
